---------------------
Round 0
---------------------
Training Points - 4000
Test Accuracy - 87.74
Training
Epoch:2- training accuracy:0.1645- training loss:tensor(2.3126, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9601666666666666- training loss:tensor(0.0451, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.963- training loss:tensor(0.1641, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9621666666666666- training loss:tensor(0.0792, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.963- training loss:tensor(0.3686, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9655833333333333- training loss:tensor(0.0612, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.96825- training loss:tensor(0.0317, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.96525- training loss:tensor(0.0614, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9684166666666667- training loss:tensor(0.0398, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9691666666666666- training loss:tensor(0.0590, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9704166666666667- training loss:tensor(0.1823, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9749166666666667- training loss:tensor(0.0273, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.9743333333333334- training loss:tensor(0.0430, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.9748333333333333- training loss:tensor(0.1210, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9785833333333334- training loss:tensor(0.0510, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9760833333333333- training loss:tensor(0.1613, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9778333333333333- training loss:tensor(0.0786, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9784166666666667- training loss:tensor(0.0447, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9804166666666667- training loss:tensor(0.0085, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.98175- training loss:tensor(0.0454, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.983- training loss:tensor(0.0149, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.98325- training loss:tensor(0.0321, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9815833333333334- training loss:tensor(0.0442, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9883333333333333- training loss:tensor(0.0062, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9875833333333334- training loss:tensor(0.0383, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9836666666666667- training loss:tensor(0.0760, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.9839166666666667- training loss:tensor(0.0225, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.9870833333333333- training loss:tensor(0.1360, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.98775- training loss:tensor(0.0151, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:62- training accuracy:0.99- training loss:tensor(0.0134, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 2
---------------------
Training Points - 12000
Test Accuracy - 92.16
Selection Time - 0.0015034675598144531
Trainining Time - 342.4201400279999
Training
Epoch:2- training accuracy:0.27808333333333335- training loss:tensor(1.3856, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.6306666666666667- training loss:tensor(0.8138, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.7905- training loss:tensor(1.3394, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.832- training loss:tensor(0.4659, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.854- training loss:tensor(0.2619, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.8686666666666667- training loss:tensor(0.5476, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.8798333333333334- training loss:tensor(0.5016, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.8879166666666667- training loss:tensor(0.5258, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8943333333333333- training loss:tensor(0.5319, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.8998333333333334- training loss:tensor(0.1985, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.90725- training loss:tensor(0.2216, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9128333333333334- training loss:tensor(0.1677, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9155- training loss:tensor(0.5581, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.916- training loss:tensor(0.5095, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9226666666666666- training loss:tensor(0.1881, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.923- training loss:tensor(0.2414, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9314166666666667- training loss:tensor(0.2472, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.93075- training loss:tensor(0.2459, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9351666666666667- training loss:tensor(0.2813, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.93475- training loss:tensor(0.4082, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9419166666666666- training loss:tensor(0.1878, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.94075- training loss:tensor(0.0599, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.944- training loss:tensor(0.1896, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9451666666666667- training loss:tensor(0.4140, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.95025- training loss:tensor(0.0595, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.95025- training loss:tensor(0.0792, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.95225- training loss:tensor(0.1519, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.95125- training loss:tensor(0.3223, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.956- training loss:tensor(0.1703, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9536666666666667- training loss:tensor(0.1094, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.95525- training loss:tensor(0.0967, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.959- training loss:tensor(0.0746, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9608333333333333- training loss:tensor(0.0167, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.9625- training loss:tensor(0.1849, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9646666666666667- training loss:tensor(0.1241, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9635833333333333- training loss:tensor(0.0179, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9659166666666666- training loss:tensor(0.1285, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.9645833333333333- training loss:tensor(0.0998, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9694166666666667- training loss:tensor(0.1243, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9713333333333334- training loss:tensor(0.0160, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9715- training loss:tensor(0.2693, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.97125- training loss:tensor(0.1108, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9725833333333334- training loss:tensor(0.0848, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.97325- training loss:tensor(0.0315, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.9776666666666667- training loss:tensor(0.0319, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9776666666666667- training loss:tensor(0.0204, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9756666666666667- training loss:tensor(0.0130, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.977- training loss:tensor(0.1793, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.97625- training loss:tensor(0.2108, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9770833333333333- training loss:tensor(0.0813, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9784166666666667- training loss:tensor(0.0908, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.9845- training loss:tensor(0.0230, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9845- training loss:tensor(0.0729, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9843333333333333- training loss:tensor(0.0851, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9835833333333334- training loss:tensor(0.0059, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.984- training loss:tensor(0.0208, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.98275- training loss:tensor(0.0062, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.9856666666666667- training loss:tensor(0.0427, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.9893333333333333- training loss:tensor(0.1688, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.9891666666666666- training loss:tensor(0.0027, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:62- training accuracy:0.9918333333333333- training loss:tensor(0.0018, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 3
---------------------
Training Points - 16000
Test Accuracy - 93.06
Selection Time - 0.0014297962188720703
Trainining Time - 474.0884871482849
Training
Epoch:2- training accuracy:0.3505625- training loss:tensor(1.0338, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.7431875- training loss:tensor(0.4496, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.829625- training loss:tensor(0.4142, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.85625- training loss:tensor(0.4402, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.873625- training loss:tensor(0.3909, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.887125- training loss:tensor(0.2924, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.8929375- training loss:tensor(0.2936, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.9038125- training loss:tensor(0.2826, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.9075- training loss:tensor(0.3002, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.914625- training loss:tensor(0.2599, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9158125- training loss:tensor(0.2168, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9225625- training loss:tensor(0.1856, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9268125- training loss:tensor(0.1926, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.93025- training loss:tensor(0.2083, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.931125- training loss:tensor(0.5100, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.93375- training loss:tensor(0.2224, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.938- training loss:tensor(0.2662, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9363125- training loss:tensor(0.3013, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.941625- training loss:tensor(0.1811, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.9440625- training loss:tensor(0.2312, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9470625- training loss:tensor(0.2910, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9483125- training loss:tensor(0.1061, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.948875- training loss:tensor(0.3181, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.949625- training loss:tensor(0.2058, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.951- training loss:tensor(0.1346, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9509375- training loss:tensor(0.3645, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9553125- training loss:tensor(0.1553, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9581875- training loss:tensor(0.1626, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.955625- training loss:tensor(0.1881, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9610625- training loss:tensor(0.1327, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.962375- training loss:tensor(0.1526, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9618125- training loss:tensor(0.2313, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9656875- training loss:tensor(0.1001, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.966- training loss:tensor(0.2708, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9673125- training loss:tensor(0.1476, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9661875- training loss:tensor(0.0886, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9691875- training loss:tensor(0.1018, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.967625- training loss:tensor(0.0859, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.970125- training loss:tensor(0.0517, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.96975- training loss:tensor(0.1862, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9718125- training loss:tensor(0.0584, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.972625- training loss:tensor(0.1793, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9758125- training loss:tensor(0.0147, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.97625- training loss:tensor(0.0320, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.976625- training loss:tensor(0.0400, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9770625- training loss:tensor(0.0922, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.978375- training loss:tensor(0.0470, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9785- training loss:tensor(0.0297, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9799375- training loss:tensor(0.1386, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9794375- training loss:tensor(0.1123, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9829375- training loss:tensor(0.0347, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.98425- training loss:tensor(0.0260, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9825625- training loss:tensor(0.2973, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9823125- training loss:tensor(0.0401, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9828125- training loss:tensor(0.0964, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9835625- training loss:tensor(0.0488, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9865- training loss:tensor(0.0473, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.987125- training loss:tensor(0.0377, device='cuda:0', grad_fn=<NllLossBackward0>)
